"","fit.or.lag0","fit.or.lag1","fit.or.lag2","fit.or.lag3","fit.or.lag4","fit.or.lag5","fit.or.lag6","fit.or.lag7","fit.or.lag8","fit.or.lag9","fit.or.lag10","fit.or.lag11","fit.or.lag12","fit.or.lag13","fit.or.lag14","fit.or.lag15","fit.or.lag16","fit.or.lag17","fit.or.lag18","fit.or.lag19","fit.or.lag20","fit.or.lag21","fit.or.lag22","fit.or.lag23","CounterfactualNO2","lci.or.lag0","lci.or.lag1","lci.or.lag2","lci.or.lag3","lci.or.lag4","lci.or.lag5","lci.or.lag6","lci.or.lag7","lci.or.lag8","lci.or.lag9","lci.or.lag10","lci.or.lag11","lci.or.lag12","lci.or.lag13","lci.or.lag14","lci.or.lag15","lci.or.lag16","lci.or.lag17","lci.or.lag18","lci.or.lag19","lci.or.lag20","lci.or.lag21","lci.or.lag22","lci.or.lag23","uci.or.lag0","uci.or.lag1","uci.or.lag2","uci.or.lag3","uci.or.lag4","uci.or.lag5","uci.or.lag6","uci.or.lag7","uci.or.lag8","uci.or.lag9","uci.or.lag10","uci.or.lag11","uci.or.lag12","uci.or.lag13","uci.or.lag14","uci.or.lag15","uci.or.lag16","uci.or.lag17","uci.or.lag18","uci.or.lag19","uci.or.lag20","uci.or.lag21","uci.or.lag22","uci.or.lag23"
"0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1",1.00051876387915,1.0009517137246,1.00130087268156,1.00157042360835,1.00176670939478,1.00189823103851,1.00197564395718,1.00201175317576,1.00202147437601,1.0020198006228,1.00201865495462,1.00202661907567,1.00204893364464,1.00208749866798,1.00214087338623,1.00220427543163,1.00226980399818,1.00232904931252,1.00237477713704,1.00240095786516,1.00240276775441,1.00237659011129,1.00232001622501,1.00223184589734,1,1.00017004473167,1.00034140409655,1.00051085025625,1.00067342081264,1.00082222729654,1.00094854413718,1.0010428728125,1.00109821739798,1.00111614657187,1.00111034432292,1.0011005452175,1.00110356313581,1.00112685154622,1.00116645989789,1.00120964692722,1.00124225276181,1.00125786549987,1.00126179842112,1.00126522797983,1.00127779752544,1.0013024373127,1.00132968292251,1.00132782039902,1.00123188391609,1.00086760461101,1.00156239570337,1.00209151892361,1.00246823047659,1.0027120828066,1.00284881899036,1.00290928425745,1.00292612258565,1.00292762088479,1.00293008311608,1.00293760669057,1.00295052610857,1.00297186502145,1.00300938476211,1.00307296598025,1.00316722244081,1.00328276522956,1.00339743779298,1.00348555583793,1.00352537808416,1.00350430734834,1.00342459185931,1.00331319519811,1.00323280657229
"2",1.00103779687427,1.00190433320821,1.00260343763284,1.003143313447,1.00353654005165,1.00380006535809,1.0039551910834,1.00402755350237,1.00404703511067,1.00404368084016,1.00404138487706,1.00405734533622,1.00410206541836,1.00417935498665,1.00428633011133,1.00441340969344,1.00454476000655,1.00466352309574,1.00475519384052,1.004807680329,1.00481130880169,1.00475882840313,1.00464541492529,1.0044686729308,2,1.00034011837855,1.00068292474985,1.00102196148049,1.00134729512088,1.0016451306508,1.00189798801033,1.0020868332087,1.00219764087742,1.00223353892691,1.00222192151036,1.00220230163478,1.00220834412322,1.00225497288684,1.00233428042448,1.00242075710013,1.00248604871553,1.00251731322535,1.0025251889775,1.00253205676149,1.0025572278174,1.00260657096836,1.00266113390169,1.00265740390505,1.00246528537016,1.00173596195978,1.00312723248708,1.00418741229863,1.00494255311486,1.00543152100634,1.00570575375036,1.00582703244978,1.00586080736469,1.00586381273363,1.00586875161923,1.0058838429142,1.00590975782145,1.00595256202461,1.00602782592088,1.00615537508041,1.0063444761796,1.00657630700666,1.00680641816951,1.00698326077535,1.00706318445896,1.00702089486668,1.00686091154802,1.00663736765863,1.00647606418291
"3",1.00155709912496,1.00285785931287,1.00390769705529,1.00471867338899,1.00530949748496,1.0057055097986,1.00593864908994,1.00604740912168,1.00607669046446,1.00607164889204,1.00606819799329,1.00609218710535,1.00615940392285,1.0062755780526,1.00643637998762,1.00662741349562,1.00682487971916,1.00700343398352,1.00714126350317,1.00722018123206,1.00722563701374,1.00714672829894,1.0069762085883,1.00671049221749,3,1.00051022094556,1.0010245619997,1.00153333380603,1.0020216232301,1.00246871061866,1.00284833247291,1.00313188232282,1.00329827176285,1.00335217845559,1.00333473293122,1.00330527058481,1.0033143443062,1.00338436545274,1.00350346316688,1.00363333228874,1.00373138977822,1.00377834516668,1.00379017367808,1.00380048837038,1.00383829296222,1.00391240317635,1.0039943552885,1.00398875285918,1.00370020623164,1.00260507269939,1.00469451416506,1.00628768927431,1.00742298295167,1.00815833454767,1.00857082740036,1.008753269201,1.00880407939114,1.00880860063904,1.00881603066534,1.00883873402108,1.00887772082476,1.00894211725693,1.00905535073046,1.00924725631888,1.00953179298774,1.0098806607082,1.01022698034481,1.01049315715864,1.01061346293882,1.0105498055885,1.01030899922916,1.00997255375139,1.00972980661805
"4",1.00207667077089,1.0038122929014,1.0052136531532,1.00629650731343,1.00708558721883,1.0076145712129,1.00792602570331,1.00807132819195,1.00811044871453,1.00810371303505,1.00809910254585,1.00813115272362,1.00822095777742,1.0083761769814,1.00859103284847,1.008846297572,1.00911017485662,1.00934879463914,1.00953299954951,1.00963847444814,1.00964576629577,1.00954030325403,1.00931240973042,1.00895731489936,4,1.00068035243761,1.00136631588592,1.00204496736625,1.0026964054459,1.00329296775646,1.00379957837916,1.00417802129024,1.00440011138027,1.00447206654995,1.00444877995592,1.00440945340205,1.00442156503021,1.00451503067641,1.00467400971406,1.0048473742652,1.00497827786929,1.00504096331658,1.00505675453436,1.00507052483443,1.00512099504892,1.00521993614893,1.00532934943702,1.00532186960562,1.00493664837228,1.00347493748348,1.00626424455719,1.00839235901903,1.00990953506101,1.01089254343312,1.01144406312658,1.01168801920674,1.01175596379235,1.01176200976703,1.01177194548403,1.01180230543585,1.01185444088041,1.01194055704387,1.01209198652708,1.01234863880321,1.0127292047372,1.01319586182717,1.01365916366731,1.01401528748176,1.01417625749263,1.01409108269809,1.01376889520331,1.0133187899667,1.01299406777313
"5",1.00259651195183,1.00476763483747,1.00652130813371,1.00787681910551,1.00886481478712,1.00952725646683,1.00991732866527,1.01009931888784,1.0101483181548,1.01013988154249,1.01013410679395,1.01017425054851,1.01028673561904,1.01048116090767,1.0107502985483,1.01107007268002,1.01140065716611,1.01169961775539,1.01193041543592,1.01206257388434,1.0120717105864,1.01193956675568,1.01165403089709,1.01120915214321,5,1.00085051285963,1.0017081864483,1.00255686229461,1.00337164207409,1.00411790262097,1.00475172658413,1.00522525124756,1.00550316105712,1.00559320460357,1.00556406395641,1.0055148514224,1.00553000764219,1.00564696999192,1.00584592165684,1.00606288480381,1.00622671491052,1.00630516967029,1.00632493356037,1.00634216818415,1.00640533616916,1.00652917210125,1.00666611870446,1.00665675649166,1.00617461366609,1.00434555696627,1.00783642748935,1.01050143072034,1.01240222455404,1.01363416771948,1.0143254841813,1.01463130723446,1.01471648576917,1.01472406535726,1.01473652137882,1.01477458265783,1.01483994382629,1.01494790778913,1.01513776072919,1.0154595517304,1.01593674340091,1.01652194597311,1.01710300761915,1.01754969438679,1.01775161224427,1.01764476953108,1.01724063990904,1.01667611291577,1.01626888165311
"6",1.0031166228076,1.00572388598558,1.00783066420687,1.00945961265654,1.01064718573346,1.01144357243927,1.0119125657329,1.01213138940045,1.01219030709592,1.01218016270435,1.01217321901346,1.01222148895443,1.01235674610239,1.01259053898509,1.01291418696259,1.01329874960089,1.01369633842151,1.0140559160546,1.01433352465077,1.01449249348115,1.01450348385774,1.01434453232325,1.01400108466286,1.01346601514078,6,1.00102070221653,1.0020501737267,1.00306901872462,1.00404733342068,1.00494351576945,1.0057047779437,1.00627357333252,1.00660742212232,1.00671559401158,1.00668058630616,1.00662146598326,1.00663967349058,1.00678018483501,1.00701920058791,1.007279865681,1.00747670282612,1.00757096622556,1.00759471277267,1.00761542045261,1.00769131841731,1.00784011325131,1.00800466545117,1.00799341586774,1.00741410398945,1.00521693180254,1.00941106679336,1.01261491358503,1.01490106657924,1.01638322751793,1.01721511388304,1.01758315812371,1.01768567059621,1.0176947927233,1.01770978372738,1.01775559126126,1.01783425557657,1.01796419597489,1.01819270083778,1.01858002438719,1.01915444105305,1.01985894887243,1.02055855181659,1.02109642066444,1.0213395714732,1.02121090957495,1.02072427392343,1.02004455933111,1.01955428237293
"7",1.00363700347809,1.00668104721103,1.00914172358557,1.01104489186393,1.01243270561131,1.01336352602217,1.01391174467858,1.01416754793737,1.01423642386536,1.01422456482736,1.01421644749695,1.01427287633275,1.01443099789986,1.01470432038643,1.01508270798799,1.01553233913953,1.0159972304234,1.01641770228874,1.01674234071444,1.01692824721252,1.01694110011549,1.01675521350821,1.01635358363145,1.01572791510877,7,1.00119092051324,1.00239227776096,1.00358143678987,1.00472347979189,1.00576980775959,1.00665873331455,1.00732298868408,1.00771289590624,1.00783923617068,1.00779834838016,1.00772929842348,1.00775056392529,1.00791467664299,1.00819384810181,1.00849831867538,1.00872824354266,1.00883835498264,1.00886609419038,1.00889028367547,1.0089789438904,1.00915276182005,1.00934499204063,1.00933185008741,1.00865512122099,1.00608906264764,1.01098816630706,1.01473281683913,1.01740607632249,1.0191397429942,1.02011297561675,1.02054359678629,1.02066354362204,1.02067421725282,1.02069175798175,1.02074535689551,1.02083740212184,1.02098944816199,1.02125683443658,1.02171008615029,1.0223823298694,1.02320690636884,1.02402583601047,1.02465550925457,1.02494017961496,1.02478954646959,1.02421983796251,1.02342416606694,1.02285030415779
"8",1.00415765410328,1.00763911937996,1.0104544884856,1.01263266063121,1.01422137998389,1.01528712412056,1.01591487329007,1.01620780272268,1.01628667680742,1.01627309623506,1.01626380055375,1.01632842109186,1.01650949970162,1.01682251430363,1.01725587154235,1.01777085212472,1.01830334499915,1.01878498923949,1.01915687717943,1.01936984908598,1.01938457339898,1.01917162389423,1.01871154043582,1.01799486328892,8,1.00136116775467,1.00273449859093,1.00409411662403,1.00540008149413,1.00659677914956,1.00761359355417,1.00837349844239,1.0088195837407,1.00896413247913,1.00891735155494,1.0088383500834,1.00886268029773,1.00905044685482,1.00936986579492,1.00971824556767,1.00998133898912,1.01010733794432,1.01013907983515,1.01016675989096,1.01026821468812,1.01046712003126,1.01068710083946,1.01067206150733,1.0098976672417,1.00696195015747,1.01256772987426,1.01685514972796,1.01991726900714,1.02190373436869,1.023019092834,1.02351264820646,1.02365013026938,1.02366236440781,1.02368246966854,1.02374390528529,1.0238494095294,1.02402369099026,1.02433018919234,1.0248497664867,1.02562044212764,1.0265658544237,1.02750490008672,1.02822700324672,1.02855348126175,1.02838072400779,1.02772737288174,1.02681497009957,1.02615698134354
"9",1.00467857482321,1.00859810335932,1.01176896112562,1.01422292286805,1.0160132144243,1.01721437365256,1.01792195937049,1.01825216199705,1.01834107428326,1.01832576526777,1.01831528650993,1.0183881316572,1.01859226021566,1.01894512994781,1.01943368756473,1.02001429940909,1.02061469400299,1.02115778971828,1.02157714763041,1.02181731314265,1.02183391778128,1.02159377709728,1.02107496773823,1.02026687094807,9,1.00153144394574,1.0030768362565,1.00460705836081,1.00607713883404,1.00742443049798,1.00856935952088,1.00942510374876,1.00992748695899,1.01009028433673,1.01003759720854,1.00994862230481,1.0099760239608,1.01018749691107,1.01054725526551,1.01093964814078,1.01123599109685,1.01137791711588,1.0114136717312,1.01144485113986,1.01155913291289,1.01178319011165,1.01203099421744,1.01201405248732,1.01114174393487,1.00783559498854,1.01414976134479,1.01898192151619,1.02243465989409,1.02467522191667,1.02593348905316,1.02649033744118,1.02664545603537,1.02665925972483,1.02668194438914,1.02675126223089,1.02687030394346,1.02706695117865,1.02741279285506,1.02799909495398,1.0288688102077,1.02993582911645,1.03099578406674,1.0318109458806,1.03217952116298,1.03198448613583,1.0312469196765,1.03021700852785,1.02947434837703
